Route_ID,From_MPT,To_MPT,Traffic_Link_ID,Route_Name,From_Description,To_Description,Functional_Class,FHWA_Urban_Area_Type,FHWA_Urban_Area_Code,FHWA_Urban_Area_Name,Seg_Length_Miles,AADT_2019,AADT_2018,AADT_2017,AADT_2016,AADT_2015,AADT_2014,AADT_2013,AADT_2012,AADT_2011,AADT_2010,AADT_2009,AADT_2008,AADT_2007,AADT_2006,AADT_2005,AADT_2004,AADT_2003,AADT_2002,REGION,Shape_Length
1000000X000,57.3012767,57.5254715,AL002172,Sterling Highway (Sterling Highway),Birch Place,Binkley Street,3,2,99998,Soldotna,0.2241948,20036,21696,17878,23535,22846,22505,16537,18740,18737,17320,17055,16270,17107,,16943,16710,16500,16534,CENTRAL,360.8071928
1000000X000,21.7005382,38.8031632,AL000162,Sterling Highway (Sterling Highway),Skilak Lake Road,Skilak Lake Road,1,3,99999,Rural,17.102625,4038,4201,4088,4112,3378,3249,3246,2810,3086,2943,3500,3272,3458,,3150,3135,2840,2780,CENTRAL,27524.0619
1001000X000,-0.00000002,0.07470741,AL000319,Airport Road Quartz Creek (Sterling Highway),QUARTZ CREEK ROAD (119500),ROAD END/AIRCRAFT PARKING,6,3,99999,Rural,0.07470743,21,20,19,20,9,9,9,10,10,11,10,5,4,,11,11,18,15,CENTRAL,120.2301887
1001001X000,-0.00000002,1.81884098,AL000313,Upper Skilak Lake Road (Sterling Highway),SKILAK LAKE ROAD (119200),ROAD END/CAMPGROUND ENTRANCE,7,3,99999,Rural,1.818841,97,116,131,103,75,73,80,73,93,90,91,60,70,,60,65,64,110,CENTRAL,2927.14665
1001002X000,-0.00000002,0.55857037,AL000320,Quartz Creek Road East (Sterling Highway),Quartz Creek Road,Road End/Kenai Lake Picnic Area,7,3,99999,Rural,0.55857039,88,218,247,193,82,80,80,60,65,63,60,60,66,,55,55,107,55,CENTRAL,898.9337125
1001003X000,-0.00000002,0.91301631,AL000312,Lower Skilak Campground Road (Sterling Highway),Skilak Lake Road,Road End/Parking Area,6,3,99999,Rural,0.91301633,154,155,128,133,63,61,60,59,67,70,71,70,80,,60,65,65,70,CENTRAL,1469.36031
1001004X000,0,1.4238052,AL000315,Bean Creek Road (Sterling Highway),Sterling Highway,Raven Street,1,3,99999,Rural,1.4238052,556,558,516,533,516,520,510,490,478,500,503,500,540,,430,430,430,550,CENTRAL,2291.396885
1001005X000,15.27271541,18.80603983,AL000311,Skilak Lake Road (Sterling Highway),Hidden Lake Road,Sterling Highway,1,3,99999,Rural,3.53332442,274,275,523,465,138,135,130,130,383,400,399,360,389,,400,398,357,310,CENTRAL,5686.345842
1001005X000,10.43827148,15.27271541,AL000310,Skilak Lake Road (Sterling Highway),Upper Skilak Lake Road,Hidden Lake Road,7,3,99999,Rural,4.83444393,105,125,117,121,79,78,76,90,90,94,70,70,79,,100,101,80,80,CENTRAL,7780.298882
1001005X000,5.26237879,10.43827148,AL000309,Skilak Lake Road (Sterling Highway),Lower Skilak Campground Road,Upper Skilak Lake Road,7,3,99999,Rural,5.17589269,179,180,96,100,97,95,40,40,44,100,100,94,80,,83,50,50,46,CENTRAL,8329.808511
1001005X000,-0.00000002,5.26237879,AL000308,Skilak Lake Road (Sterling Highway),Sterling Highway,Lower Skilak Campground Road,1,3,99999,Rural,5.26237881,221,222,186,192,99,97,100,93,181,190,192,130,139,,140,136,167,100,CENTRAL,8468.994663
1001006X000,1.13944477,3.25871279,AL000318,Quartz Creek Road (Sterling Highway),Quartz Creek Road East,Road End/Crescent Creek Trail Parking,7,3,99999,Rural,2.11926802,110,299,339,265,163,160,160,70,72,76,70,70,70,,80,77,70,70,CENTRAL,3410.638086
1001006X000,0.30057762,1.13944477,AL000317,Quartz Creek Road (Sterling Highway),Airport Road Quartz Creek,Quartz Creek Road East,6,3,99999,Rural,0.83886715,238,325,368,288,321,314,314,180,170,178,190,180,192,,223,202,110,110,CENTRAL,1350.028505
1001006X000,-0.00000002,0.30057762,AL000316,Quartz Creek Road (Sterling Highway),Sterling Highway,Airport Road Quartz Creek,1,3,99999,Rural,0.30057764,520,637,594,613,441,432,424,570,556,581,410,390,411,,600,602,500,490,CENTRAL,483.7337793
1001008X000,0.85743633,12.13382833,AL001834,Snug Harbor Road (Sterling Highway),Lake Shore Lane,Road End,7,3,99999,Rural,11.276392,148,179,203,159,157,154,154,70,67,71,50,50,52,,30,33,60,60,CENTRAL,18147.63006
1001008X000,-0.00000002,0.85743633,AL000307,Snug Harbor Road (Sterling Highway),Sterling Highway,Lake Shore Lane,1,3,99999,Rural,0.85743635,269,270,325,336,326,165,170,159,249,260,256,260,270,,330,330,328,160,CENTRAL,1379.912779
1001011X000,-0.00000002,0.8566104,AL000314,Hidden Lake Road (Sterling Highway),Skilak Lake Road,Hidden Lake Road,6,3,99999,Rural,0.85661042,93,111,186,146,65,64,70,64,79,80,80,40,40,,60,60,57,90,CENTRAL,1378.583597
1020000F010,-0.00000002,0.26564327,AL002660,Seward NB Off-Ramp (Old Seward) (Seward Highway),Seward Highway,Old Seward Highway,1,1,02305,Anchorage,0.26564329,608,647,648,662,639,626,623,500,504,506,460,450,457,,440,446,790,750,CENTRAL,427.5122558
1020000F011,-0.00000002,0.20701472,AL002208,Seward SB Off-Ramp (Old Seward) (Seward Highway),Seward Highway,Old Seward Highway,1,1,02305,Anchorage,0.20701474,3040,2700,2701,2756,2842,2782,2770,3040,2972,2980,3110,3070,3123,,3510,3412,3090,,CENTRAL,333.1585693
1020000F021,-0.00000002,0.17365324,AL002694,Seward SB Off-Ramp (De Armoun) (Seward Highway),Seward Highway,De Armoun Road,1,1,02305,Anchorage,0.17365326,3807,3526,3527,3599,3727,3649,3633,3890,3948,3958,4060,4000,4063,,4310,4353,3831,,CENTRAL,279.4683272
1020000F030,0.18145094,0.27351665,AL001974,Seward NB Off-Ramp (Huffman) (Seward Highway),Brayton Drive,Huffman Road,1,1,02305,Anchorage,0.09206571,3291,3088,3371,3440,3446,3318,3410,3289,2995,3003,2840,2800,2850,,2800,2830,2886,2960,CENTRAL,148.1656356
1020000F030,-0.00000002,0.18145094,AL001973,Seward NB Off-Ramp (Huffman) (Seward Highway),Seward Highway,Brayton Drive,1,1,02305,Anchorage,0.18145096,1790,1680,1575,1607,1610,1664,1710,1650,1652,1656,1620,1595,1703,,1530,1540,1570,1540,CENTRAL,292.0175911
1020000F031,-0.00000002,0.2547186,AL001972,Seward SB Off-Ramp (Huffman) (Seward Highway),Seward Highway,Huffman Road,1,1,02305,Anchorage,0.25471862,5981,5611,5643,5757,5766,5638,5790,5589,6100,6115,6490,6400,6503,,5770,5827,6233,7160,CENTRAL,409.9306215
1020000F040,0.14225554,0.22158386,AL002048,Seward NB Off-Ramp (O'Malley) (Seward Highway),Brayton Drive,O'Malley Road,1,1,02305,Anchorage,0.07932832,6188,5447,5461,5342,5011,4723,4703,5251,7197,7214,6359,4822,4149,,5090,5140,5250,5122,CENTRAL,127.6668545
1020000F040,-0.00000002,0.14225554,AL000487,Seward NB Off-Ramp (O'Malley) (Seward Highway),Seward Highway,Brayton Drive,1,1,02305,Anchorage,0.14225556,4557,4441,4495,4509,4142,4952,4643,3479,4950,4962,4951,3696,3781,,3445,3510,3590,3504,CENTRAL,228.9385238
1020000F041,-0.00000002,0.28161913,AL000477,Seward SB Off-Ramp (O'Malley) (Seward Highway),Seward Highway,O'Malley Road,1,1,02305,Anchorage,0.28161915,6215,5578,5894,7041,7209,6571,6163,5787,6438,6454,6637,6743,6545,,7275,7170,7320,7142,CENTRAL,453.2229782
1020000F050,-0.00000002,0.15076067,AL000488,Seward NB Off-Ramp (Abbott) (Seward Highway),Seward Highway,Brayton Drive,1,1,02305,Anchorage,0.15076069,3085,3347,3315,3242,3154,3290,3579,3402,3776,3785,3978,3460,3370,,3630,3527,3860,3460,CENTRAL,242.6262755
1020000F050,0.15076067,0.37015813,AL002051,Seward NB Off-Ramp (Abbott) (Seward Highway),Brayton Drive,Abbott Road,1,1,02305,Anchorage,0.21939746,6217,6943,6507,6639,6580,6423,6474,6957,6877,6894,7427,6622,7105,,7220,7011,6786,,CENTRAL,353.0867193
1020000F051,-0.00000002,0.11734694,AL001979,Seward SB Off-Ramp (Dimond) (Seward Highway),Seward Highway SB,Homer Drive,1,1,02305,Anchorage,0.11734696,8943,9159,10495,10707,10890,12581,9041,10521,11184,11176,11065,10875,12285,,12920,12540,12214,14550,CENTRAL,188.8519903
1020000F051,0.11734694,0.23428746,AL000476,Seward SB Off-Ramp (Dimond) (Seward Highway),Homer Drive,Dimond Boulevard,1,1,02305,Anchorage,0.11694052,10598,12823,12398,12649,12739,13314,13256,12584,14761,14751,13046,12588,20050,,18400,17860,17392,17020,CENTRAL,188.1978343
1020000F060,0.14348946,0.25636709,AL001876,Seward NB Off-Ramp (Dowling) (Seward Highway),Brayton Drive,Dowling Road Roundabout West,1,1,02305,Anchorage,0.11287763,7633,6771,6772,8147,7667,6779,6750,6970,7183,7200,7400,7340,6895,,6460,6271,7390,7470,CENTRAL,181.6593204
1020000F060,-0.00000002,0.14348946,AL000489,Seward NB Off-Ramp (Dowling) (Seward Highway),Seward Highway,Brayton Drive,1,1,02305,Anchorage,0.14348948,4905,4004,4263,4282,3994,3879,4846,2740,2823,2830,2910,2886,2969,,3271,2597,4160,4210,CENTRAL,230.9243795
1020000F061,-0.00000002,0.14346293,AL000475,Seward SB Off-Ramp (Dowling) (Seward Highway),Seward Highway SB,Homer Drive,1,1,02305,Anchorage,0.14346295,4690,5165,5504,5179,4583,4669,4720,4870,5680,5694,4900,4863,4367,,4987,4286,4870,4920,CENTRAL,230.8816325
1020000F061,0.14346293,0.23675734,AL001978,Seward SB Off-Ramp (Dowling) (Seward Highway),Homer Drive,Dowling Road Roundabout West,1,1,02305,Anchorage,0.09329441,7075,7370,7372,7448,7921,6552,7840,8090,8335,8355,7550,7489,7208,,6206,6026,8190,8280,CENTRAL,150.1431072
1020000F070,-0.00000002,0.16528395,AL000490,Seward NB Off-Ramp (Tudor) (Seward Highway),Seward Highway,Brayton Drive,1,1,02305,Anchorage,0.16528397,4848,4548,4549,5614,6100,5802,5100,5257,4968,4980,6789,7018,7380,,6519,7500,7580,7448,CENTRAL,265.999215
1020000F070,0.16528395,0.26045701,AL001878,Seward NB Off-Ramp (Tudor) (Seward Highway),Brayton Drive,Tudor Road,1,1,02305,Anchorage,0.09517306,7162,8839,7114,7258,7620,7377,7000,7220,8524,8545,9298,9076,10487,,13149,10170,10280,10101,CENTRAL,153.1665279
1020000F071,-0.00000002,0.26814746,AL001977,Seward SB Off-Ramp (Tudor) (Seward Highway),Seward Highway SB,Tudor Road,1,1,02305,Anchorage,0.26814748,2668,2884,3090,3153,2835,3259,3140,3240,3172,3180,3530,3500,3760,,4174,4980,5040,4946,CENTRAL,431.542373
1020000N010,-0.00000002,0.32640791,AL002659,Seward NB On-Ramp (Old Seward) (Seward Highway),Old Seward Highway,Seward Highway,1,1,02305,Anchorage,0.32640793,3450,3048,3049,3111,3265,3196,3182,3520,3443,3452,3450,3400,3454,,4220,4443,3143,3110,CENTRAL,525.3037066
1020000N011,-0.00000002,0.13943813,AL002209,Seward SB On-Ramp (Old Seward) (Seward Highway),Old Seward Highway,Seward Highway,1,1,02305,Anchorage,0.13943815,760,654,655,669,715,700,697,576,598,600,600,590,599,,560,557,660,,CENTRAL,224.404404
1020000N020,0.13191085,0.27193899,AL002718,Seward NB On-Ramp (De Armoun) (Seward Highway),Brayton Drive,Seward Highway,1,1,02305,Anchorage,0.14002814,3474,3326,3327,3395,3114,3048,3035,3470,3519,3528,3480,3430,3484,,3470,3504,3296,3440,CENTRAL,225.3539273
1020000N020,-0.00000002,0.13191085,AL000481,Seward NB On-Ramp (De Armoun) (Seward Highway),De Armoun Road,Brayton Drive,1,1,02305,Anchorage,0.13191087,4104,3758,3759,3835,3913,3831,3814,4190,4258,4269,4440,4380,4447,,4270,4316,4001,4050,CENTRAL,212.2903762
1020000N030,-0.00000002,0.09323847,AL001976,Seward NB On-Ramp (Huffman) (Seward Highway),Huffman Road,Brayton Drive,1,1,02305,Anchorage,0.09323849,6450,6051,6151,6276,6286,6739,6930,6681,6457,6473,6540,6450,6553,,6310,6370,6503,6410,CENTRAL,150.0530692
1020000N030,0.09323847,0.31082544,AL001975,Seward NB On-Ramp (Huffman) (Seward Highway),Brayton Drive,Seward Highway,1,1,02305,Anchorage,0.21758697,5543,5200,5256,5363,5372,5183,5330,5138,5571,5585,5590,5510,5600,,5420,5470,5584,,CENTRAL,350.1729853
1020000N031,-0.00000002,0.26750024,AL001971,Seward SB On-Ramp (Huffman) (Seward Highway),Huffman Road,Seward Highway,1,1,02305,Anchorage,0.26750026,2687,2521,2457,2507,2511,3080,3170,3053,2597,2604,2750,2710,2750,,2350,2377,2758,2660,CENTRAL,430.5008061
1020000N040,0.15279901,0.33280324,AL002050,Seward NB On-Ramp (O'Malley) (Seward Highway),Brayton Drive,Seward Highway,1,1,02305,Anchorage,0.18000423,6228,5457,5837,6901,6526,6202,5709,5795,5780,5794,5897,6418,7010,,6930,7000,7150,6975,CENTRAL,289.6893043
1020000N040,0,0.0415898,AL100319,Seward NB On-Ramp (O'Malley) (Seward Highway),Omalley Road,Omalley WB-Seward NB Connector,1,1,02305,Anchorage,0.0415898,4700,4409,4410,4500,,,,,,,,,,,,,,,CENTRAL,66.93244354
1020000N040,0.0415898,0.15279901,AL002049,Seward NB On-Ramp (O'Malley) (Seward Highway),Omalley WB-Seward NB Connector,Brayton Drive,1,1,02305,Anchorage,0.11120921,8645,7414,8198,9956,9468,9210,8555,8687,8951,8973,8807,10212,10200,,9890,9990,10200,9955,CENTRAL,178.9741763
1020000N041,-0.00000002,0.26745444,AL001873,Seward SB On-Ramp (O'Malley) (Seward Highway),O'MALLEY ROAD (133500),SEWARD HIGHWAY (130000),1,1,02305,Anchorage,0.26745446,4549,4529,4793,4334,4172,4500,4642,4062,5980,5995,6018,4050,4055,,4098,4171,4087,3760,CENTRAL,430.4270279
1020000N050,-0.00000002,0.28050912,AL003104,Seward NB On-Ramp (Abbott) (Seward Highway),Abbott Road,Seward Highway,1,1,02305,Anchorage,0.28050914,6361,9162,9164,9350,9533,5139,4628,5570,5289,5302,5502,5012,6007,,6040,,,,CENTRAL,451.436614
1020000N051,-0.00000002,0.21918674,AL001872,Seward SB On-Ramp (Dimond) (Seward Highway),Dimond Boulevard,Seward Highway SB,1,1,02305,Anchorage,0.21918676,3833,3253,3394,3334,3915,3730,3696,4173,3348,3356,3864,3679,3421,,3605,2840,2763,3930,CENTRAL,352.7475958
1020000N060,-0.00000002,0.07877192,AL001877,Seward NB On-Ramp (Dowling) (Seward Highway),Dowling Road Roundabout West,Brayton Drive,1,1,02305,Anchorage,0.07877194,6453,6921,6923,6750,5984,5731,5737,6371,6714,6730,6920,6863,6730,,6040,5863,6090,6160,CENTRAL,126.7713462
1020000N060,0.07877192,0.22525081,AL001875,Seward NB On-Ramp (Dowling) (Seward Highway),Brayton Drive,Seward Highway,1,1,02305,Anchorage,0.14647889,4966,5629,5630,5381,5355,4437,4830,4984,5276,5289,5100,5062,4990,,4993,4448,4410,4460,CENTRAL,235.7354399
1020000N061,-0.00000002,0.07381643,AL001871,Seward SB On-Ramp (Dowling) (Seward Highway),Dowling Road Roundabout West,Homer Drive,1,1,02305,Anchorage,0.07381645,5731,4483,4350,5944,6190,5176,5401,5519,5308,5321,4920,4879,4908,,4350,4219,5930,6000,CENTRAL,118.7962955
